title,date
Organize / plan / schedule / emails,2015-03-09T00:00:00.000Z
Poop,2015-03-09T00:00:00.000Z
Meet with Mike to talk about KPCB Fellows,2015-03-10T00:00:00.000Z
Message David about housing issue,2015-03-10T00:00:00.000Z
Work on COMP 421 with Jonathan and Eric,2015-03-11T00:00:00.000Z
Grade COMP 200 homework 5,2015-03-10T00:00:00.000Z
Start STAT 423 homework 5,2015-03-10T00:00:00.000Z
Target Run,2015-03-10T00:00:00.000Z
Poop,2015-02-27T00:00:00.000Z
Shower,2015-02-27T00:00:00.000Z
Check into flight to San Francisco ,2015-02-27T00:00:00.000Z
Check into flight to Dallas,2015-02-27T00:00:00.000Z
Flight to Houston,2015-03-09T00:00:00.000Z
Flight to Dallas,2015-02-28T00:00:00.000Z
Work on COMP 460 with Jonathan,2015-02-26T00:00:00.000Z
Go to airport,2015-02-28T00:00:00.000Z
Ask AA about what to do about check in bags,2015-02-26T00:00:00.000Z
Poop,2015-02-25T00:00:00.000Z
Housing form,2015-02-25T00:00:00.000Z
Check into flights for tomorrow,2015-02-26T00:00:00.000Z
Get new clothes,2015-02-26T00:00:00.000Z
Turn in STAT 648 homework 4,2015-02-26T00:00:00.000Z
Turn in STAT 423 homework 4,2015-02-26T00:00:00.000Z
Do STAT 423 #5,2015-02-26T00:00:00.000Z
Plan clothes,2015-02-25T00:00:00.000Z
Finish STAT 623 homework 4,2015-02-25T00:00:00.000Z
Do STAT 423 #2,2015-02-25T00:00:00.000Z
Work on COMP 460,2015-02-24T00:00:00.000Z
Go to STAT 648 office hours,2015-02-25T00:00:00.000Z
Start CSS / send link to dad,2015-02-24T00:00:00.000Z
Go over FAFSA stuff,2015-02-24T00:00:00.000Z
Shower,2015-02-24T00:00:00.000Z
Pass/fail STAT 648,2015-02-23T00:00:00.000Z
Email Sergii about TA session,2015-02-23T00:00:00.000Z
Go to STAT 423 office hours,2015-02-25T00:00:00.000Z
Work on STAT 423 homework 4,2015-02-23T00:00:00.000Z
Call counseling center about cancelling appointment,2015-02-24T00:00:00.000Z
Poop,2015-02-22T00:00:00.000Z
Find a ride to airport,2015-02-26T00:00:00.000Z
Text aunt about going to pick up stuff from her house,2015-02-22T00:00:00.000Z
Get stuff from Aunt's house,2015-02-26T00:00:00.000Z
Laundry,2015-02-26T00:00:00.000Z
Talk to Marcos about working part-time at PROS,2015-03-18T00:00:00.000Z
Email Warren about missing class after Spring Break,2015-02-22T00:00:00.000Z
Print STAT 423 homework,2015-02-22T00:00:00.000Z
Deal with flight stuff,2015-02-22T00:00:00.000Z
Start STAT 648 homework 4,2015-02-22T00:00:00.000Z
Work on COMP 460 with Eric,2015-02-22T00:00:00.000Z
Start STAT 423 homework 4,2015-02-22T00:00:00.000Z
Message David about PROS internship,2015-02-20T00:00:00.000Z
Shower,2015-02-20T00:00:00.000Z
Find place to live for first month,2015-02-20T00:00:00.000Z
Contact David about room,2015-02-20T00:00:00.000Z
Email Ross about IBM internship,2015-02-22T00:00:00.000Z
Email Roopal about dates,2015-02-20T00:00:00.000Z
Meet with Jonathan before class,2015-02-20T00:00:00.000Z
Deal with car stuff part 2,2015-02-20T00:00:00.000Z
Turn in STAT 310 homework 2 to Jonathan,2015-02-23T00:00:00.000Z
Pick up STAT 310 homework 2,2015-02-20T00:00:00.000Z
Deal with car stuff part 1,2015-02-20T00:00:00.000Z
Turn in STAT 423 homework 3,2015-02-19T00:00:00.000Z
Decide what to do about car,2015-02-19T00:00:00.000Z
Contact STAT 310 graders,2015-02-19T00:00:00.000Z
Call back AAMCO,2015-02-19T00:00:00.000Z
Deal with PNC card...,2015-02-20T00:00:00.000Z
Pack,2015-02-27T00:00:00.000Z
Reject Rockwell Collins summer internship :/,2015-03-10T00:00:00.000Z
Scan and email Shape Security Offer Letters,2015-02-25T00:00:00.000Z
Sign Shape Security Offer Letters,2015-02-20T00:00:00.000Z
Read and Sign Shape Security Offer Letters,2015-02-20T00:00:00.000Z
STAT 423 office hours,2015-02-18T00:00:00.000Z
Work on COMP 460 items,2015-02-17T00:00:00.000Z
Shower,2015-02-17T00:00:00.000Z
Poop,2015-02-17T00:00:00.000Z
Grade STAT 310 homework 2,2015-02-20T00:00:00.000Z
Grade COMP 200 homework 4,2015-02-18T00:00:00.000Z
Work on COMP 460 with Eric,2015-02-17T00:00:00.000Z
IBM Phone Interview,2015-02-16T00:00:00.000Z
Work on COMP 460 with Eric,2015-02-15T00:00:00.000Z
Poop,2015-02-14T00:00:00.000Z
Move car,2015-02-15T00:00:00.000Z
Shower,2015-02-13T00:00:00.000Z
Finish STAT 423 homework,2015-02-18T00:00:00.000Z
Target Run,2015-02-13T00:00:00.000Z
COMP 421 return -1 on error,2015-02-13T00:00:00.000Z
COMP 421 comments,2015-02-13T00:00:00.000Z
COMP 421 submit code,2015-02-13T00:00:00.000Z
COMP 421 readme,2015-02-13T00:00:00.000Z
Poop,2015-02-12T00:00:00.000Z
Acquire STAT 423 notes,2015-02-14T00:00:00.000Z
Acquire STAT 648 notes,2015-02-12T00:00:00.000Z
Call parents about housing and driving for summer,2015-02-17T00:00:00.000Z
Decide on dates for summer,2015-02-20T00:00:00.000Z
Copy STAT 648 notes (2/12),2015-02-13T00:00:00.000Z
Copy STAT 423 notes (2/12),2015-02-15T00:00:00.000Z
Print STAT 423 homework,2015-02-11T00:00:00.000Z
Shower,2015-02-11T00:00:00.000Z
Work on COMP 421,2015-02-12T00:00:00.000Z
Start STAT 423 homework 3,2015-02-17T00:00:00.000Z
Work on COMP 421,2015-02-11T00:00:00.000Z
Finish STAT 648 homework 3,2015-02-17T00:00:00.000Z
Start STAT 648 homework 3,2015-02-16T00:00:00.000Z
Phone call with Shape Engineer,2015-02-10T00:00:00.000Z
KPCB google from,2015-02-10T00:00:00.000Z
KPCB pictures / twitter email,2015-02-10T00:00:00.000Z
KPCB Facebook group posts,2015-02-14T00:00:00.000Z
Copy STAT 648 notes (2/10),2015-02-13T00:00:00.000Z
Copy STAT 423 notes (2/10),2015-02-15T00:00:00.000Z
Turn in STAT homework,2015-02-10T00:00:00.000Z
Work on COMP 421,2015-02-10T00:00:00.000Z
Poop,2015-02-09T00:00:00.000Z
Work on COMP 460,2015-02-09T00:00:00.000Z
Meet with Jonathan and Eric,2015-02-09T00:00:00.000Z
Dinner with Asad,2015-02-12T00:00:00.000Z
Work on COMP 421,2015-02-09T00:00:00.000Z
Grade COMP 200 homework 3,2015-02-10T00:00:00.000Z
Help Eric with COMP 421,2015-02-08T00:00:00.000Z
Shower,2015-02-08T00:00:00.000Z
Pick up birth control,2015-02-13T00:00:00.000Z
Work on COMP 421,2015-02-08T00:00:00.000Z
Poop,2015-02-07T00:00:00.000Z
Go to Coffeeshop,2015-02-08T00:00:00.000Z
Finish STAT 423,2015-02-09T00:00:00.000Z
Move car to West Lot,2015-02-08T00:00:00.000Z
Work on COMP 421,2015-02-06T00:00:00.000Z
Pick up COMP 421 lab 1 packet,2015-02-06T00:00:00.000Z
Pick up keys from aunt,2015-02-06T00:00:00.000Z
Work on STAT 423 homework,2015-02-06T00:00:00.000Z
Submit timesheets,2015-02-05T00:00:00.000Z
Copy STAT 648 notes,2015-02-05T00:00:00.000Z
Work on COMP 421 with Jonathan,2015-02-05T00:00:00.000Z
Start STAT 423 homework 2,2015-02-05T00:00:00.000Z
Work on COMP 421 with Eric,2015-02-04T00:00:00.000Z
Shower,2015-02-04T00:00:00.000Z
Call Roopal (Shape),2015-02-04T00:00:00.000Z
Call Andy (KPCB),2015-02-04T00:00:00.000Z
Work on STAT 648 homework 2,2015-02-02T00:00:00.000Z
Car key remote battery replacement,2015-02-03T00:00:00.000Z
Merge COMP 460 code,2015-02-07T00:00:00.000Z
TutorVille application (?),2015-02-02T00:00:00.000Z
Counseling appointment,2015-03-30T00:00:00.000Z
Plan / organize / emails,2015-02-02T00:00:00.000Z
Small group,2015-03-23T00:00:00.000Z
Small group,2015-03-16T00:00:00.000Z
Pick up prescription from Target,2015-02-03T00:00:00.000Z
Target run,2015-02-02T00:00:00.000Z
Small group,2015-02-02T00:00:00.000Z
Grade COMP 200 assignment 2,2015-02-03T00:00:00.000Z
FINISH / TURN IN STAT 648 HW 2 DURING LUNCH!,2015-02-03T00:00:00.000Z
Work on STAT 648 homework ,2015-01-30T00:00:00.000Z
Get gas,2015-01-30T00:00:00.000Z
Get car from west lot,2015-01-30T00:00:00.000Z
Poop,2015-01-30T00:00:00.000Z
Shower,2015-01-30T00:00:00.000Z
Continue working on STAT 648 homework 2,2015-01-29T00:00:00.000Z
Finish STAT 423 homework 1,2015-01-29T00:00:00.000Z
Read COMP 421 lab 1 handout,2015-02-04T00:00:00.000Z
Turn in STAT 423 homework 1,2015-01-30T00:00:00.000Z
Work on COMP 460 with Jonathan and Eric,2015-01-29T00:00:00.000Z
Poop,2015-01-29T00:00:00.000Z
Shower,2015-01-25T00:00:00.000Z
Shower,2015-01-29T00:00:00.000Z
Pack,2015-01-30T00:00:00.000Z
Drink Miralax,2015-01-27T00:00:00.000Z
Drink Miralax,2015-01-26T00:00:00.000Z
"Turn in graded STAT 310 homework (before class, DH 2090)",2015-02-04T00:00:00.000Z
Grade STAT 310 homework,2015-02-03T00:00:00.000Z
Pick up STAT 310 homework (at 10:45 AM in Duncan Hall),2015-02-03T00:00:00.000Z
Set up IRA account,2015-01-28T00:00:00.000Z
Phone call with Shape Security,2015-01-28T00:00:00.000Z
Start STAT 648 homework 2,2015-01-28T00:00:00.000Z
Work on STAT 423 homework 1,2015-01-28T00:00:00.000Z
Laundry,2015-01-29T00:00:00.000Z
Poop,2015-01-25T00:00:00.000Z
Poop,2015-01-27T00:00:00.000Z
Learn COMP 200 material,2015-02-18T00:00:00.000Z
Learn COMP 200 material,2015-02-11T00:00:00.000Z
COMP 200 office hours,2015-02-18T00:00:00.000Z
COMP 200 office hours,2015-02-11T00:00:00.000Z
Learn COMP 200 material,2015-02-04T00:00:00.000Z
COMP 200 office hours,2015-02-04T00:00:00.000Z
Deposit cash at ATM,2015-01-28T00:00:00.000Z
look at COMP 200 material,2015-01-28T00:00:00.000Z
Finish grading COMP 200,2015-01-27T00:00:00.000Z
Work on COMP 460 with Eric,2015-01-27T00:00:00.000Z
Waxing appointment,2015-02-26T00:00:00.000Z
Grade COMP 200 homework 1,2015-01-26T00:00:00.000Z
Book spring break plans,2015-01-26T00:00:00.000Z
Work on STAT 423 homework,2015-01-27T00:00:00.000Z
COMP 200 office hours,2015-01-28T00:00:00.000Z
COMP 460 presentation,2015-01-26T00:00:00.000Z
Small group dinner,2015-01-26T00:00:00.000Z
Waxing appointment,2015-01-29T00:00:00.000Z
Make waxing appointments,2015-01-26T00:00:00.000Z
Work on COMP 460 with Eric,2015-01-24T00:00:00.000Z
Send signed email to Rockwell Collins,2015-01-25T00:00:00.000Z
Aunt Amazon Prime thing,2015-01-24T00:00:00.000Z
Counseling appointment,2015-02-02T00:00:00.000Z
Get gas,2015-01-23T00:00:00.000Z
Work on COMP 460 with Eric,2015-01-25T00:00:00.000Z
Counseling Appointment,2015-01-23T00:00:00.000Z
Go to Target,2015-01-23T00:00:00.000Z
Reply to Two Sigma email,2015-01-22T00:00:00.000Z
Shower,2015-01-22T00:00:00.000Z
Start working on STAT 423 homework 1,2015-01-25T00:00:00.000Z
Drop BUSI 390,2015-01-22T00:00:00.000Z
Work on STAT 648 homework 1,2015-01-21T00:00:00.000Z
Look for a job,2015-01-21T00:00:00.000Z
Find a D2 class,2015-01-20T00:00:00.000Z
Start FAFSA / send to Dad,2015-02-17T00:00:00.000Z
Review COMP 200 TA material,2015-01-21T00:00:00.000Z
Poop,2015-01-20T00:00:00.000Z
Start STAT 648 homework 1,2015-01-20T00:00:00.000Z
Work on COMP 460 with Jonathan,2015-01-22T00:00:00.000Z
Mail car insurance letter,2015-01-20T00:00:00.000Z
Shower,2015-01-19T00:00:00.000Z
Shape Security Interview,2015-01-20T00:00:00.000Z
Deal with STAT 310 grader stuff,2015-01-18T00:00:00.000Z
COMP 200 Office Hours,2015-01-21T00:00:00.000Z
Move car to West Lot,2015-01-19T00:00:00.000Z
Drug test,2015-01-28T00:00:00.000Z
Sign up for Rockwell Collins Drug Test,2015-01-16T00:00:00.000Z
Scan Rockwell Collins Paperwork,2015-01-24T00:00:00.000Z
Read Rockwell Collins Paperwork,2015-01-24T00:00:00.000Z
Sign Rockwell Collins Paperwork,2015-01-16T00:00:00.000Z
Work on COMP 460 with Jonathan,2015-01-16T00:00:00.000Z
"Emails, etc.",2015-01-16T00:00:00.000Z
Deal with car insurance issue #2,2015-01-19T00:00:00.000Z
Deal with car insurance issue #1,2015-01-19T00:00:00.000Z
Print Rockwell Collins paperwork,2015-01-15T00:00:00.000Z
Shower,2015-01-12T00:00:00.000Z
Pick up package from Corinne,2015-01-20T00:00:00.000Z
Poop,2015-01-15T00:00:00.000Z
Work on COMP 460 with Eric,2015-01-15T00:00:00.000Z
Shower,2015-01-15T00:00:00.000Z
STAT 310 TA Meeting,2015-01-15T00:00:00.000Z
Join COMP 200 coursera,2015-01-15T00:00:00.000Z
STAT 423 get textbooks,2015-01-15T00:00:00.000Z
Doctor's Appointment,2015-01-23T00:00:00.000Z
"Emails, etc.",2015-01-14T00:00:00.000Z
Process vs. Thread,2015-01-13T00:00:00.000Z
Go to Target (before 5),2015-01-16T00:00:00.000Z
Work on COMP 460 with Eric,2015-01-13T00:00:00.000Z
Prepare for interview,2015-01-14T00:00:00.000Z
Interview with Shazam,2015-01-14T00:00:00.000Z
Deal with STAT 648 notes,2015-01-13T00:00:00.000Z
Textbooks for COMP 421,2015-01-13T00:00:00.000Z
Reply to GCC email,2015-01-13T00:00:00.000Z
Reply to Shazam interview scheduling email,2015-01-13T00:00:00.000Z
Plan/organize/schedule classes,2015-01-13T00:00:00.000Z
Textbooks for STAT 423,2015-01-13T00:00:00.000Z
Respond to BNSF Offer,2015-01-16T00:00:00.000Z
Apply for jobs,2015-01-12T00:00:00.000Z
Rockwell Collins paperwork stuff,2015-01-15T00:00:00.000Z
Re-organize room,2015-01-12T00:00:00.000Z
P/F ECON 301,2015-01-11T00:00:00.000Z
Make counseling appointment,2015-01-12T00:00:00.000Z
Shower,2015-01-09T00:00:00.000Z
Email Rockwell Collins to accept offer,2015-01-11T00:00:00.000Z
Call Rockwell Collins to accept offer,2015-01-12T00:00:00.000Z
Get paper for printer,2015-01-12T00:00:00.000Z
Get ready for school tomorrow,2015-01-11T00:00:00.000Z
Organize room,2015-01-11T00:00:00.000Z
Unpack,2015-01-11T00:00:00.000Z
Poop,2015-01-09T00:00:00.000Z
Email Jessica,2015-01-08T00:00:00.000Z
Email Asim,2015-01-08T00:00:00.000Z
Shower,2015-01-05T00:00:00.000Z
Poop,2015-01-07T00:00:00.000Z
Email transcript to Shape Security,2015-01-07T00:00:00.000Z
Email Bloomberg,2015-01-07T00:00:00.000Z
Try on clothes,2015-01-04T00:00:00.000Z
Make haircut appointment,2015-01-07T00:00:00.000Z
Study some algorithmic questions,2015-01-05T00:00:00.000Z
Learn about Bloomberg,2015-01-05T00:00:00.000Z
"""why bloomberg""",2015-01-05T00:00:00.000Z
Pack,2015-01-04T00:00:00.000Z
Laundry,2015-01-04T00:00:00.000Z
Shower,2015-01-04T00:00:00.000Z
Poop,2015-01-03T00:00:00.000Z
Print work form,2015-01-12T00:00:00.000Z
Study for Bloomberg Interview,2015-01-03T00:00:00.000Z
Buy colored pencils,2014-12-31T00:00:00.000Z
Buy milk and cereal ,2014-12-31T00:00:00.000Z
Email Bloomberg,2014-12-31T00:00:00.000Z
Buy shoes,2015-01-04T00:00:00.000Z
Poop,2014-12-30T00:00:00.000Z
Email Rockwell Collins,2015-01-07T00:00:00.000Z
Classes Checklist,2014-12-30T00:00:00.000Z
Email STAT 421,2014-12-29T00:00:00.000Z
Email COMP 482,2014-12-29T00:00:00.000Z
Email Guerra about exam scores,2014-12-29T00:00:00.000Z
Poop,2014-12-23T00:00:00.000Z
Shower,2014-12-28T00:00:00.000Z
Poop,2014-12-28T00:00:00.000Z
Email Two Sigma,2015-01-02T00:00:00.000Z
Shower,2014-12-22T00:00:00.000Z
Poop,2014-12-22T00:00:00.000Z
Email COMP 482 about grades,2014-12-23T00:00:00.000Z
Email Bloomberg,2014-12-23T00:00:00.000Z
Email BNSF,2015-01-07T00:00:00.000Z
Call Rockwell Collins,2014-12-29T00:00:00.000Z
Shower,2014-12-17T00:00:00.000Z
Poop,2014-12-19T00:00:00.000Z
Fly home,2014-12-17T00:00:00.000Z
Start working on COMP 460,2015-01-10T00:00:00.000Z
Check in for flight,2014-12-16T00:00:00.000Z
Shower,2014-12-16T00:00:00.000Z
Poop,2014-12-16T00:00:00.000Z
Create Git account,2014-12-17T00:00:00.000Z
Book ride to airport,2014-12-16T00:00:00.000Z
COMP 460 special registration form,2014-12-15T00:00:00.000Z
COMP 310 generate uml and docs,2014-12-14T00:00:00.000Z
COMP 412 turn in final exam,2014-12-15T00:00:00.000Z
Poop,2014-12-14T00:00:00.000Z
Pick up COMP 412 lab 3 report grade,2014-12-15T00:00:00.000Z
COMP 412 problem 4,2014-12-14T00:00:00.000Z
COMP 412 problem 1,2014-12-14T00:00:00.000Z
COMP 412 problem 3,2014-12-13T00:00:00.000Z
COMP 412 problem 2,2014-12-13T00:00:00.000Z
Return STAT 310 book,2014-12-12T00:00:00.000Z
Pack,2014-12-17T00:00:00.000Z
COMP 310 demo,2014-12-14T00:00:00.000Z
COMP 310 work with Caroline,2014-12-13T00:00:00.000Z
COMP 310 work with Caroline,2014-12-12T00:00:00.000Z
STAT 410 preliminary edit,2014-12-11T00:00:00.000Z
STAT 410 edit write up,2014-12-12T00:00:00.000Z
STAT 410 print write up,2014-12-12T00:00:00.000Z
Course Evaluations,2014-12-17T00:00:00.000Z
COMP 460 meeting with Dr.Warren,2014-12-15T00:00:00.000Z
Counseling Appointment,2014-12-15T00:00:00.000Z
Make counseling appointment,2014-12-11T00:00:00.000Z
Plan / schedule / emails etc.,2014-12-11T00:00:00.000Z
Email Dr.Warren about COMP 460 meeting,2014-12-11T00:00:00.000Z
Take COMP 482 final exam,2014-12-11T00:00:00.000Z
Email about BNSF internship offer,2014-12-11T00:00:00.000Z
COMP 482 read over all lectures/algorithms,2014-12-10T00:00:00.000Z
Prepare for KPCB Interview,2014-12-11T00:00:00.000Z
KPCB Interview,2014-12-11T00:00:00.000Z
Meet about COMP 460 with Eric and Jonathan,2014-12-11T00:00:00.000Z
Shower,2014-12-12T00:00:00.000Z
Poop,2014-12-10T00:00:00.000Z
Read BNSF offer letters,2014-12-11T00:00:00.000Z
COMP 460 deal with project stuff,2014-12-10T00:00:00.000Z
Plan things,2014-12-09T00:00:00.000Z
Poop,2014-12-07T00:00:00.000Z
COMP 482 email about midterm regrade,2014-12-10T00:00:00.000Z
COMP 310 work with Caroline,2014-12-10T00:00:00.000Z
STAT 410 read how to do write up,2014-12-11T00:00:00.000Z
STAT 410 write up,2014-12-11T00:00:00.000Z
STAT 410 problem 4,2014-12-11T00:00:00.000Z
STAT 410 problem 3,2014-12-11T00:00:00.000Z
COMP 482 take previous midterm,2014-12-10T00:00:00.000Z
COMP 482 study for final exam,2014-12-10T00:00:00.000Z
STAT 410 turn in data assignment to Poon before 5 PM,2014-12-12T00:00:00.000Z
COMP 310 poll,2014-12-05T00:00:00.000Z
BNSF second round interview,2014-12-05T00:00:00.000Z
Reply to Bloomberg Email,2014-12-04T00:00:00.000Z
COMP 482 resubmit assignment 5,2014-12-04T00:00:00.000Z
COMP 412 start take home final,2014-12-13T00:00:00.000Z
Re-print COMP 412 notes,2014-12-03T00:00:00.000Z
Doctor's Appointment,2014-12-10T00:00:00.000Z
Take Two Sigma Coding Test,2014-12-11T00:00:00.000Z
Reply to Google rejection email,2014-12-03T00:00:00.000Z
Pay Rice Tuition,2014-12-02T00:00:00.000Z
Poop,2014-12-03T00:00:00.000Z
Shower,2014-12-03T00:00:00.000Z
Pack,2014-12-03T00:00:00.000Z
Work on COMP 310 with Caroline,2014-12-02T00:00:00.000Z
Email Dr.Warrren,2014-12-07T00:00:00.000Z
Two Sigma phone interview,2014-12-02T00:00:00.000Z
COMP 310 work together with Caroline,2014-12-01T00:00:00.000Z
Laundry,2014-12-03T00:00:00.000Z
STAT 410 chapter 8 problems,2014-12-01T00:00:00.000Z
STAT 410 technical problems (exclude ch.8),2014-11-30T00:00:00.000Z
STAT 410 concepts problems (exclude ch.8),2014-11-30T00:00:00.000Z
STAT 410 chapter 10 study guide,2014-11-30T00:00:00.000Z
STAT 410 chapter 8 study guide,2014-12-01T00:00:00.000Z
STAT 410 chapter 6 study guide,2014-11-30T00:00:00.000Z
STAT 410 chapter 5 study guide,2014-11-30T00:00:00.000Z
Move car,2014-11-30T00:00:00.000Z
COMP 482 make code correct,2014-11-29T00:00:00.000Z
COMP 310 invokeLater() method,2014-12-01T00:00:00.000Z
STAT 421 finish / turn in report,2014-11-30T00:00:00.000Z
COMP 482 write report,2014-11-29T00:00:00.000Z
COMP 482 turn in assignment 5,2014-12-02T00:00:00.000Z
COMP 482 refine / comment code,2014-11-29T00:00:00.000Z
COMP 482 test assignment 5,2014-12-02T00:00:00.000Z
COMP 310 graph logic,2014-11-28T00:00:00.000Z
Poop,2014-11-28T00:00:00.000Z
Talk to Ada,2014-11-28T00:00:00.000Z
Shower,2014-11-28T00:00:00.000Z
COMP 412 edit / turn in report,2014-11-28T00:00:00.000Z
COMP 412 finish writing lab report,2014-11-28T00:00:00.000Z
Meet with COMP 460 group,2014-11-29T00:00:00.000Z
COMP 482 finish coding assignment 5,2014-11-29T00:00:00.000Z
STAT 421 get all plots for report,2014-11-28T00:00:00.000Z
STAT 421 write report,2014-11-29T00:00:00.000Z
Talk to Christopher about plans for next week,2014-11-30T00:00:00.000Z
Reply to BNSF email,2014-11-27T00:00:00.000Z
Do COMP 482 WS 14,2014-11-27T00:00:00.000Z
Order books for mom,2014-11-27T00:00:00.000Z
Take STAT 410 midterm 2,2014-12-02T00:00:00.000Z
Print COMP 412 lectures slides for final,2014-12-03T00:00:00.000Z
COMP 412 start lab report,2014-11-27T00:00:00.000Z
Poop,2014-11-26T00:00:00.000Z
COMP 412 submit lab 3,2014-11-26T00:00:00.000Z
COMP 412 write read me again,2014-11-26T00:00:00.000Z
COMP 412 make tables/graphs,2014-11-26T00:00:00.000Z
COMP 412 fix all bugs/issues in code,2014-11-25T00:00:00.000Z
Talk to Andres about COMP 482,2014-11-26T00:00:00.000Z
Pick KPCB Companies,2014-11-27T00:00:00.000Z
Reply to Two Sigma Interview Email,2014-11-27T00:00:00.000Z
Email Ms.Poon about special registration,2014-11-27T00:00:00.000Z
COMP 412 test timing,2014-11-26T00:00:00.000Z
COMP 412 refine code,2014-11-25T00:00:00.000Z
COMP 412 speed up some more,2014-11-25T00:00:00.000Z
COMP 412 create table,2014-11-24T00:00:00.000Z
Make waxing appointment,2014-11-24T00:00:00.000Z
COMP 482 start assignment 5,2014-11-27T00:00:00.000Z
COMP 310 send map GUI to client,2014-12-01T00:00:00.000Z
Pick up COMP 412 take-home final,2014-12-03T00:00:00.000Z
Email COMP 482 about Finals scheduling conflict,2014-11-23T00:00:00.000Z
COMP 412 test script,2014-11-23T00:00:00.000Z
COMP 412 speedup,2014-11-24T00:00:00.000Z
"COMP 412 fix problem with report 7, 12, 13",2014-11-24T00:00:00.000Z
COMP 412 write makefile,2014-11-23T00:00:00.000Z
COMP 412 write README,2014-11-23T00:00:00.000Z
Meet with Caroline to start COMP 310,2014-11-24T00:00:00.000Z
COMP 412 test on all report blocks,2014-11-23T00:00:00.000Z
COMP 412 submitted block,2014-11-23T00:00:00.000Z
Work on STAT 421 with Jake,2014-11-22T00:00:00.000Z
Reply to Bloomberg email,2014-11-22T00:00:00.000Z
Vote on COMP 310,2014-11-22T00:00:00.000Z
STAT 421 find data on prices,2014-11-22T00:00:00.000Z
COMP 412 fix more bugs in non-input reports,2014-11-23T00:00:00.000Z
COMP 412 fix scheduling bugs in report19.i,2014-11-21T00:00:00.000Z
Work on COMP 412 - scheduling works!,2014-11-21T00:00:00.000Z
COMP 482 watch/annotate reduction lecture videos,2014-12-10T00:00:00.000Z
STAT 421 write data description section,2014-11-22T00:00:00.000Z
STAT 421 fix plots in powerpoint,2014-11-22T00:00:00.000Z
Print COMP 412 notes,2014-11-21T00:00:00.000Z
Poop,2014-11-21T00:00:00.000Z
COMP 482 email Andres HW2 files,2014-11-23T00:00:00.000Z
Start COMP 412 ,2014-11-20T00:00:00.000Z
Email professors about absences,2014-11-21T00:00:00.000Z
Prepare for IBM Interview,2014-12-12T00:00:00.000Z
STAT 421 practice presentation with Jake,2014-11-24T00:00:00.000Z
STAT 421 add forecasted values to powerpoint,2014-11-22T00:00:00.000Z
STAT 421 add dates to data,2014-11-22T00:00:00.000Z
Work on COMP 412 with Jonathan,2014-11-20T00:00:00.000Z
Poop,2014-11-20T00:00:00.000Z
Register for BNSF travel/hotel/event,2014-11-20T00:00:00.000Z
Meet with COMP 310 API Group A,2014-11-20T00:00:00.000Z
Shower,2014-11-20T00:00:00.000Z
Poop,2014-11-18T00:00:00.000Z
Email Dr.Warren about missing organizational meeting,2014-11-19T00:00:00.000Z
Write README for COMP 482 assignment 4,2014-11-19T00:00:00.000Z
Comment COMP 482 assignment 4,2014-11-19T00:00:00.000Z
Order official transcript,2014-11-20T00:00:00.000Z
Email Dr.Taylor about ANTH 200,2014-11-19T00:00:00.000Z
Give COMP 482 WS 13 to Andres,2014-11-19T00:00:00.000Z
Move car,2014-11-19T00:00:00.000Z
Get water from car,2014-11-19T00:00:00.000Z
Work on STAT 421 with Jake,2014-11-20T00:00:00.000Z
Go over Jake's stuff from yesterday,2014-11-18T00:00:00.000Z
Complete Rockwell Collins Application,2014-11-18T00:00:00.000Z
IBM Phone Interview,2014-12-12T00:00:00.000Z
Go to COMP 460 Organizational Meeting,2014-11-24T00:00:00.000Z
Deal with emails...,2014-11-18T00:00:00.000Z
Turn in STAT 410 data assignment 2,2014-11-18T00:00:00.000Z
Turn in COMP 482 assignment 4 before midnight,2014-11-19T00:00:00.000Z
Work on COMP 482 assignment 4,2014-11-19T00:00:00.000Z
Work on COMP 310 API with Group A,2014-11-18T00:00:00.000Z
Work on STAT 421 with Jake,2014-11-18T00:00:00.000Z
Special registration for STAT 648,2014-11-21T00:00:00.000Z
Wake up at 8:15 to do registration,2014-11-19T00:00:00.000Z
Email Dr.Schweinberger,2014-11-17T00:00:00.000Z
Go to Capital One info session,2014-11-17T00:00:00.000Z
Go to COMP 412 tutorial session,2014-11-17T00:00:00.000Z
Email IBM interview availability ,2014-11-17T00:00:00.000Z
Pick up package from Corrine,2014-11-17T00:00:00.000Z
Meet with Caroline to plan COMP 310 game,2014-11-19T00:00:00.000Z
Start COMP 482 assignment 4,2014-11-16T00:00:00.000Z
Finalize classes on Esther,2014-11-16T00:00:00.000Z
Watch / Annotate COMP 482 Unit 22 Videos,2014-11-16T00:00:00.000Z
Watch / Annotate COMP 482 Unit 21 Videos,2014-11-16T00:00:00.000Z
Catch up on Clash of Clans,2014-11-16T00:00:00.000Z
Drop Christopher off at airport :(,2014-11-16T00:00:00.000Z
Plan things,2014-11-16T00:00:00.000Z
Pick up Christopher from airport,2014-11-14T00:00:00.000Z
Plan things,2014-11-14T00:00:00.000Z
Clean / organize room,2014-11-14T00:00:00.000Z
Laundry,2014-11-14T00:00:00.000Z
Get keys back from Grace,2014-11-14T00:00:00.000Z
Post COMP 310 game proposal,2014-11-13T00:00:00.000Z
FINISH STAT 410 data assignment 2,2014-11-17T00:00:00.000Z
Brainstorm ideas for COMP 310 final project,2014-11-13T00:00:00.000Z
Shower,2014-11-14T00:00:00.000Z
